timestamp,metric_name,value,__name__,container,cpu,endpoint,id,image,instance,job,metrics_path,name,namespace,node,pod,service,interface,device
2025-10-01 21:55:51,cpu_usage_seconds_total,6.779137,container_cpu_usage_seconds_total,memory-stress,total,https-metrics,/kubepods/burstable/podc90feebe-478d-40e3-a037-dd7082088055/16dc998cbb3ac0b942be0c859418192f11179ac6d6f97cde07498d4c63a8bf08,docker.io/library/memory-stress:latest,192.168.242.134:10250,kubelet,/metrics/cadvisor,16dc998cbb3ac0b942be0c859418192f11179ac6d6f97cde07498d4c63a8bf08,memory-stress-test,x86,memory-stress-app-664c7bc4ff-ptfl6,kube-prometheus-stack-kubelet,,
2025-10-01 21:56:21,cpu_usage_seconds_total,6.99222,container_cpu_usage_seconds_total,memory-stress,total,https-metrics,/kubepods/burstable/podc90feebe-478d-40e3-a037-dd7082088055/16dc998cbb3ac0b942be0c859418192f11179ac6d6f97cde07498d4c63a8bf08,docker.io/library/memory-stress:latest,192.168.242.134:10250,kubelet,/metrics/cadvisor,16dc998cbb3ac0b942be0c859418192f11179ac6d6f97cde07498d4c63a8bf08,memory-stress-test,x86,memory-stress-app-664c7bc4ff-ptfl6,kube-prometheus-stack-kubelet,,
2025-10-01 21:56:51,cpu_usage_seconds_total,7.206743,container_cpu_usage_seconds_total,memory-stress,total,https-metrics,/kubepods/burstable/podc90feebe-478d-40e3-a037-dd7082088055/16dc998cbb3ac0b942be0c859418192f11179ac6d6f97cde07498d4c63a8bf08,docker.io/library/memory-stress:latest,192.168.242.134:10250,kubelet,/metrics/cadvisor,16dc998cbb3ac0b942be0c859418192f11179ac6d6f97cde07498d4c63a8bf08,memory-stress-test,x86,memory-stress-app-664c7bc4ff-ptfl6,kube-prometheus-stack-kubelet,,
2025-10-01 21:57:21,cpu_usage_seconds_total,7.661388,container_cpu_usage_seconds_total,memory-stress,total,https-metrics,/kubepods/burstable/podc90feebe-478d-40e3-a037-dd7082088055/16dc998cbb3ac0b942be0c859418192f11179ac6d6f97cde07498d4c63a8bf08,docker.io/library/memory-stress:latest,192.168.242.134:10250,kubelet,/metrics/cadvisor,16dc998cbb3ac0b942be0c859418192f11179ac6d6f97cde07498d4c63a8bf08,memory-stress-test,x86,memory-stress-app-664c7bc4ff-ptfl6,kube-prometheus-stack-kubelet,,
2025-10-01 21:57:51,cpu_usage_seconds_total,8.112274,container_cpu_usage_seconds_total,memory-stress,total,https-metrics,/kubepods/burstable/podc90feebe-478d-40e3-a037-dd7082088055/16dc998cbb3ac0b942be0c859418192f11179ac6d6f97cde07498d4c63a8bf08,docker.io/library/memory-stress:latest,192.168.242.134:10250,kubelet,/metrics/cadvisor,16dc998cbb3ac0b942be0c859418192f11179ac6d6f97cde07498d4c63a8bf08,memory-stress-test,x86,memory-stress-app-664c7bc4ff-ptfl6,kube-prometheus-stack-kubelet,,
2025-10-01 21:58:21,cpu_usage_seconds_total,8.333672,container_cpu_usage_seconds_total,memory-stress,total,https-metrics,/kubepods/burstable/podc90feebe-478d-40e3-a037-dd7082088055/16dc998cbb3ac0b942be0c859418192f11179ac6d6f97cde07498d4c63a8bf08,docker.io/library/memory-stress:latest,192.168.242.134:10250,kubelet,/metrics/cadvisor,16dc998cbb3ac0b942be0c859418192f11179ac6d6f97cde07498d4c63a8bf08,memory-stress-test,x86,memory-stress-app-664c7bc4ff-ptfl6,kube-prometheus-stack-kubelet,,
2025-10-01 21:58:51,cpu_usage_seconds_total,8.570426,container_cpu_usage_seconds_total,memory-stress,total,https-metrics,/kubepods/burstable/podc90feebe-478d-40e3-a037-dd7082088055/16dc998cbb3ac0b942be0c859418192f11179ac6d6f97cde07498d4c63a8bf08,docker.io/library/memory-stress:latest,192.168.242.134:10250,kubelet,/metrics/cadvisor,16dc998cbb3ac0b942be0c859418192f11179ac6d6f97cde07498d4c63a8bf08,memory-stress-test,x86,memory-stress-app-664c7bc4ff-ptfl6,kube-prometheus-stack-kubelet,,
2025-10-01 21:59:21,cpu_usage_seconds_total,8.570426,container_cpu_usage_seconds_total,memory-stress,total,https-metrics,/kubepods/burstable/podc90feebe-478d-40e3-a037-dd7082088055/16dc998cbb3ac0b942be0c859418192f11179ac6d6f97cde07498d4c63a8bf08,docker.io/library/memory-stress:latest,192.168.242.134:10250,kubelet,/metrics/cadvisor,16dc998cbb3ac0b942be0c859418192f11179ac6d6f97cde07498d4c63a8bf08,memory-stress-test,x86,memory-stress-app-664c7bc4ff-ptfl6,kube-prometheus-stack-kubelet,,
2025-10-01 21:59:51,cpu_usage_seconds_total,8.570426,container_cpu_usage_seconds_total,memory-stress,total,https-metrics,/kubepods/burstable/podc90feebe-478d-40e3-a037-dd7082088055/16dc998cbb3ac0b942be0c859418192f11179ac6d6f97cde07498d4c63a8bf08,docker.io/library/memory-stress:latest,192.168.242.134:10250,kubelet,/metrics/cadvisor,16dc998cbb3ac0b942be0c859418192f11179ac6d6f97cde07498d4c63a8bf08,memory-stress-test,x86,memory-stress-app-664c7bc4ff-ptfl6,kube-prometheus-stack-kubelet,,
2025-10-01 22:00:21,cpu_usage_seconds_total,8.570426,container_cpu_usage_seconds_total,memory-stress,total,https-metrics,/kubepods/burstable/podc90feebe-478d-40e3-a037-dd7082088055/16dc998cbb3ac0b942be0c859418192f11179ac6d6f97cde07498d4c63a8bf08,docker.io/library/memory-stress:latest,192.168.242.134:10250,kubelet,/metrics/cadvisor,16dc998cbb3ac0b942be0c859418192f11179ac6d6f97cde07498d4c63a8bf08,memory-stress-test,x86,memory-stress-app-664c7bc4ff-ptfl6,kube-prometheus-stack-kubelet,,
