timestamp,pod,container,namespace,node,container_last_seen,container_ready,container_restarts,container_running,container_start_time,container_terminated,container_waiting,cpu_context_switches,cpu_limits,cpu_requests,cpu_throttled_periods,cpu_usage_total,fs_reads,fs_writes,memory_cache,memory_failures,memory_limit,memory_limits,memory_max_usage,memory_requests,memory_rss,memory_usage_bytes,memory_working_set_bytes,oom_kill_rate,oom_kills,pod_created,pod_owner,pod_phase,pod_qos_class,pod_ready,pod_scheduled,pod_start_time,probe_success,processes,sockets,threads,memory_usage_percent,memory_rss_percent,memory_cache_percent,disk_io_total,threads_per_process,has_oom_kills,has_restarts,restart_rate,pod_age_seconds,pod_age_hours,memory_headroom_bytes,memory_headroom_percent,memory_pressure,cpu_saturated,memory_overcommit_ratio,cpu_overcommit_ratio,instability_score,is_unstable,hour,day_of_week,minute,period,is_weekend,memory_usage_percent_rolling_mean_5,memory_usage_percent_rolling_std_5,memory_usage_percent_diff,memory_usage_percent_pct_change,memory_warning,memory_overload,memory_critical,cpu_warning,cpu_overload,cpu_critical,disk_warning,disk_overload,disk_critical,critical_overload,overload_severity
2025-10-05 22:00:05,app-degradacao-57f8dfd878-w89qn,app,tcc-degradacao,x86,1759701600.0,0.0,0.0,0.0,1759694634.0,0.0,0.0,0.6378632936817606,1.0,0.5,0.0,0.0004366784965426451,0.0,0.0,1011712.0,0.0,536870912.0,1.0,0.0,0.5,21078016.0,23158784.0,22216704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1114.0,1.0,1.0,1.0,4.13818359375,0.910152065404122,0.04368588421197399,0.0,0.5,0,0,0.0,0.0,0.0,514654208.0,95.86181640625,0,0,0.6666666666666666,0.6666666666666666,0,0,22,6,0,noite,1,4.13818359375,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2025-10-05 22:00:35,app-degradacao-57f8dfd878-w89qn,app,tcc-degradacao,x86,1759701630.0,0.0,0.0,0.0,1759694634.0,0.0,0.0,0.6387596449077064,1.0,0.5,0.0,0.00043374320410548295,0.0,0.0,1011712.0,0.0,536870912.0,1.0,0.0,0.5,21078016.0,23162880.0,22220800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1117.0,1.0,1.0,1.0,4.138946533203125,0.9099911189804066,0.043678159033843846,0.0,0.5,0,0,0.0,0.0,0.0,514650112.0,95.86105346679688,0,0,0.6666666666666666,0.6666666666666666,0,0,22,6,0,noite,1,4.1385650634765625,0.0005394796609394436,0.0,0.00018436578171088236,0,0,0,0,0,0,0,0,0,0,0
2025-10-05 22:01:05,app-degradacao-57f8dfd878-w89qn,app,tcc-degradacao,x86,1759701660.0,0.0,0.0,0.0,1759694634.0,0.0,0.0,0.637170124423221,1.0,0.5,0.0,0.00043954935967903543,0.0,0.0,1011712.0,0.0,536870912.0,1.0,0.0,0.5,21078016.0,23162880.0,22220800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1120.0,1.0,1.0,1.0,4.138946533203125,0.9099911189804066,0.043678159033843846,0.0,0.5,0,0,0.0,0.0,0.0,514650112.0,95.86105346679688,0,0,0.6666666666666666,0.6666666666666666,0,0,22,6,1,noite,1,4.138692220052083,0.00044048329863716874,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2025-10-05 22:01:35,app-degradacao-57f8dfd878-w89qn,app,tcc-degradacao,x86,1759701690.0,0.0,0.0,0.0,1759694634.0,0.0,0.0,0.6319931228275236,1.0,0.5,0.0,0.00043406374975790577,0.0,0.0,1011712.0,0.0,536870912.0,1.0,0.0,0.5,21078016.0,23162880.0,22220800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1123.0,1.0,1.0,1.0,4.138946533203125,0.9099911189804066,0.043678159033843846,0.0,0.5,0,0,0.0,0.0,0.0,514650112.0,95.86105346679688,0,0,0.6666666666666666,0.6666666666666666,0,0,22,6,1,noite,1,4.138946533203125,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2025-10-05 22:02:05,app-degradacao-57f8dfd878-w89qn,app,tcc-degradacao,x86,1759701720.0,0.0,0.0,0.0,1759694634.0,0.0,0.0,0.6331139710666914,1.0,0.5,0.0,0.00043791438188731205,0.0,0.0,1011712.0,0.0,536870912.0,1.0,0.0,0.5,21078016.0,23162880.0,22220800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1126.0,1.0,1.0,1.0,4.138946533203125,0.9099911189804066,0.043678159033843846,0.0,0.5,0,0,0.0,0.0,0.0,514650112.0,95.86105346679688,0,0,0.6666666666666666,0.6666666666666666,0,0,22,6,2,noite,1,4.138946533203125,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2025-10-05 22:02:35,app-degradacao-57f8dfd878-w89qn,app,tcc-degradacao,x86,1759701750.0,0.0,0.0,0.0,1759694634.0,0.0,0.0,0.6339338663831006,1.0,0.5,0.0,0.00044329359317805397,0.0,0.0,1011712.0,0.0,536870912.0,1.0,0.0,0.5,21078016.0,23158784.0,22216704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1129.0,1.0,1.0,1.0,4.13818359375,0.910152065404122,0.04368588421197399,0.0,0.5,0,0,0.0,0.0,0.0,514654208.0,95.86181640625,0,0,0.6666666666666666,0.6666666666666666,0,0,22,6,2,noite,1,4.138692220052083,0.00044048329863716874,0.0,-0.00018433179723498228,0,0,0,0,0,0,0,0,0,0,0
2025-10-05 22:03:05,app-degradacao-57f8dfd878-w89qn,app,tcc-degradacao,x86,1759701780.0,0.0,0.0,0.0,1759694634.0,0.0,0.0,0.6312610515517902,1.0,0.5,0.0,0.0004409250843773656,0.0,0.0,1011712.0,0.0,536870912.0,1.0,0.0,0.5,21078016.0,23162880.0,22220800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1132.0,1.0,1.0,1.0,4.138946533203125,0.9099911189804066,0.043678159033843846,0.0,0.5,0,0,0.0,0.0,0.0,514650112.0,95.86105346679688,0,0,0.6666666666666666,0.6666666666666666,0,0,22,6,3,noite,1,4.138692220052083,0.00044048329863716874,0.0,0.00018436578171088236,0,0,0,0,0,0,0,0,0,0,0
2025-10-05 22:03:35,app-degradacao-57f8dfd878-w89qn,app,tcc-degradacao,x86,1759701810.0,0.0,0.0,0.0,1759694634.0,0.0,0.0,0.6411882415940926,1.0,0.5,0.0,0.0004386925396691195,0.0,0.0,1011712.0,0.0,536870912.0,1.0,0.0,0.5,21078016.0,23162880.0,22220800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1135.0,1.0,1.0,1.0,4.138946533203125,0.9099911189804066,0.043678159033843846,0.0,0.5,0,0,0.0,0.0,0.0,514650112.0,95.86105346679688,0,0,0.6666666666666666,0.6666666666666666,0,0,22,6,3,noite,1,4.138692220052083,0.00044048329863716874,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2025-10-05 22:04:05,app-degradacao-57f8dfd878-w89qn,app,tcc-degradacao,x86,1759701840.0,0.0,0.0,0.0,1759694634.0,0.0,0.0,0.6559939704383994,1.0,0.5,0.0,0.00043771895543428206,0.0,0.0,1011712.0,0.0,536870912.0,1.0,0.0,0.5,21078016.0,23162880.0,22220800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1138.0,1.0,1.0,1.0,4.138946533203125,0.9099911189804066,0.043678159033843846,0.0,0.5,0,0,0.0,0.0,0.0,514650112.0,95.86105346679688,0,0,0.6666666666666666,0.6666666666666666,0,0,22,6,4,noite,1,4.138946533203125,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2025-10-05 22:04:35,app-degradacao-57f8dfd878-w89qn,app,tcc-degradacao,x86,1759701870.0,0.0,0.0,0.0,1759694634.0,0.0,0.0,0.6544940163060499,1.0,0.5,0.0,0.0004395842203603946,0.0,0.0,1011712.0,0.0,536870912.0,1.0,0.0,0.5,21078016.0,23158784.0,22216704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141.0,1.0,1.0,1.0,4.13818359375,0.910152065404122,0.04368588421197399,0.0,0.5,0,0,0.0,0.0,0.0,514654208.0,95.86181640625,0,0,0.6666666666666666,0.6666666666666666,0,0,22,6,4,noite,1,4.138692220052083,0.00044048329863716874,0.0,-0.00018433179723498228,0,0,0,0,0,0,0,0,0,0,0
