timestamp,memory_mb
2025-09-29 20:02:30,40.96875
2025-09-29 20:02:35,40.96875
2025-09-29 20:02:40,40.96875
2025-09-29 20:02:45,42.37890625
2025-09-29 20:02:50,42.37890625
2025-09-29 20:02:55,42.37890625
2025-09-29 20:03:00,42.37890625
2025-09-29 20:03:05,42.37890625
2025-09-29 20:03:10,42.37890625
2025-09-29 20:03:15,42.37890625
2025-09-29 20:03:20,42.37890625
2025-09-29 20:03:25,42.37890625
2025-09-29 20:03:30,42.37890625
2025-09-29 20:03:35,42.37890625
2025-09-29 20:03:40,42.37890625
2025-09-29 20:03:45,42.37890625
2025-09-29 20:03:50,42.37890625
2025-09-29 20:03:55,42.37890625
2025-09-29 20:04:00,42.37890625
2025-09-29 20:04:05,42.37890625
2025-09-29 20:04:10,42.37890625
2025-09-29 20:04:15,42.37890625
2025-09-29 20:04:20,42.37890625
2025-09-29 20:04:25,42.37890625
2025-09-29 20:04:30,42.37890625
2025-09-29 20:04:35,42.37890625
2025-09-29 20:04:40,42.37890625
2025-09-29 20:04:45,42.37890625
2025-09-29 20:04:50,42.37890625
2025-09-29 20:04:55,37.78515625
2025-09-29 20:05:00,37.78515625
2025-09-29 20:05:05,37.78515625
2025-09-29 20:05:10,37.78515625
2025-09-29 20:05:15,37.78515625
2025-09-29 20:05:20,37.78515625
2025-09-29 20:05:25,37.78515625
2025-09-29 20:05:30,37.78515625
2025-09-29 20:05:35,37.78515625
2025-09-29 20:05:40,37.78515625
2025-09-29 20:05:45,37.78515625
2025-09-29 20:05:50,37.78515625
2025-09-29 20:05:55,37.78515625
2025-09-29 20:06:00,41.97265625
2025-09-29 20:06:05,41.97265625
2025-09-29 20:06:10,41.97265625
2025-09-29 20:06:15,41.97265625
2025-09-29 20:06:20,41.97265625
2025-09-29 20:06:25,41.97265625
2025-09-29 20:06:30,41.97265625
2025-09-29 20:06:35,41.97265625
2025-09-29 20:06:40,41.97265625
2025-09-29 20:06:45,41.97265625
2025-09-29 20:06:50,41.8359375
2025-09-29 20:06:55,41.8359375
2025-09-29 20:07:00,41.8359375
2025-09-29 20:07:05,41.8359375
2025-09-29 20:07:10,41.8359375
2025-09-29 20:07:15,41.8359375
2025-09-29 20:07:20,41.8359375
2025-09-29 20:07:25,41.8359375
2025-09-29 20:07:30,41.8359375
2025-09-29 20:07:35,41.8359375
2025-09-29 20:07:40,41.8359375
2025-09-29 20:07:45,41.8359375
2025-09-29 20:07:50,41.8359375
2025-09-29 20:07:55,42.20703125
2025-09-29 20:08:00,42.20703125
2025-09-29 20:08:05,42.20703125
2025-09-29 20:08:10,42.20703125
2025-09-29 20:08:15,42.20703125
2025-09-29 20:08:20,42.20703125
2025-09-29 20:08:25,42.20703125
2025-09-29 20:08:30,42.20703125
2025-09-29 20:08:35,42.20703125
2025-09-29 20:08:40,42.20703125
2025-09-29 20:08:45,42.20703125
2025-09-29 20:08:50,41.23828125
2025-09-29 20:08:55,41.23828125
2025-09-29 20:09:00,41.23828125
2025-09-29 20:09:05,41.23828125
2025-09-29 20:09:10,41.23828125
2025-09-29 20:09:15,41.23828125
2025-09-29 20:09:20,41.23828125
2025-09-29 20:09:25,41.23828125
2025-09-29 20:09:30,41.23828125
2025-09-29 20:09:35,41.23828125
2025-09-29 20:09:40,41.23828125
2025-09-29 20:09:45,41.23828125
2025-09-29 20:09:50,41.23828125
2025-09-29 20:09:55,41.95703125
2025-09-29 20:10:00,41.95703125
2025-09-29 20:10:05,41.95703125
2025-09-29 20:10:10,41.95703125
2025-09-29 20:10:15,41.95703125
2025-09-29 20:10:20,41.95703125
2025-09-29 20:10:25,41.95703125
2025-09-29 20:10:30,41.95703125
2025-09-29 20:10:35,41.95703125
2025-09-29 20:10:40,41.95703125
2025-09-29 20:10:45,41.95703125
2025-09-29 20:10:50,41.95703125
2025-09-29 20:10:55,42.30859375
2025-09-29 20:11:00,42.30859375
2025-09-29 20:11:05,42.30859375
2025-09-29 20:11:10,42.30859375
2025-09-29 20:11:15,42.30859375
2025-09-29 20:11:20,42.30859375
2025-09-29 20:11:25,42.30859375
2025-09-29 20:11:30,42.30859375
