timestamp,container,pod,namespace,cpu_usage_cores,cpu_usage_percent,memory_usage_bytes,memory_working_set_bytes,network_receive_bytes,network_transmit_bytes,network_receive_packets,network_transmit_packets,memory_usage_mb,memory_working_set_mb,network_receive_kb_s,network_transmit_kb_s
2025-10-04 20:00:46.541,app,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0005410796427319252,0.05410796427319252,29437952.0,22589440.0,,,,,28.07421875,21.54296875,,
2025-10-04 20:00:46.541,unknown,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0,0.0,155648.0,155648.0,213.18651650725084,188.79203949398334,2.3912372724467756,1.7741437827830917,0.1484375,0.1484375,0.20818995752661215,0.1843672260683431
2025-10-04 20:01:01.541,app,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0005007457121551092,0.05007457121551092,29466624.0,22618112.0,,,,,28.1015625,21.5703125,,
2025-10-04 20:01:01.541,unknown,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0,0.0,155648.0,155648.0,214.92278144649953,198.7687126733142,2.4467889184140597,1.841669078376174,0.1484375,0.1484375,0.2098855287563472,0.1941100709700334
2025-10-04 20:01:16.541,app,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0005275073144994887,0.05275073144994887,29433856.0,22585344.0,,,,,28.0703125,21.5390625,,
2025-10-04 20:01:16.541,unknown,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0,0.0,155648.0,155648.0,201.74409060089837,186.58056120575188,2.2967560810238155,1.7287411362544847,0.1484375,0.1484375,0.19701571347743982,0.18220757930249207
2025-10-04 20:01:31.541,app,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.00042691156448633114,0.04269115644863311,29433856.0,22585344.0,,,,,28.0703125,21.5390625,,
2025-10-04 20:01:31.541,unknown,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0,0.0,155648.0,155648.0,244.32679525153344,216.08321477715324,2.728735685798913,2.029059868927397,0.1484375,0.1484375,0.23860038598782563,0.21101876443081372
2025-10-04 20:01:46.541,app,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0005360404171394967,0.05360404171394967,29437952.0,22589440.0,,,,,28.07421875,21.54296875,,
2025-10-04 20:01:46.541,unknown,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0,0.0,155648.0,155648.0,224.09285122122313,195.52324469102734,2.508343430478498,1.828114703569075,0.1484375,0.1484375,0.2188406750207257,0.1909406686435814
2025-10-04 20:02:01.541,app,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0005442633854339958,0.05442633854339958,29437952.0,22589440.0,,,,,28.07421875,21.54296875,,
2025-10-04 20:02:01.541,unknown,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0,0.0,155648.0,155648.0,217.16070481466207,192.173964287819,2.435814328088475,1.8072170821301592,0.1484375,0.1484375,0.21207100079556843,0.18766988699982323
2025-10-04 20:02:16.541,app,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0005276159825941062,0.05276159825941062,29437952.0,22589440.0,,,,,28.07421875,21.54296875,,
2025-10-04 20:02:16.541,unknown,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0,0.0,155648.0,155648.0,214.7645503187847,189.83578999159474,2.3985731564812722,1.7835543984091513,0.1484375,0.1484375,0.20973100617068818,0.18538651366366674
2025-10-04 20:02:31.541,unknown,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0,0.0,155648.0,155648.0,228.51409126603264,202.03298141523427,2.552133321699677,1.8977401622895036,0.1484375,0.1484375,0.223158292251985,0.19729783341331472
2025-10-04 20:02:31.541,app,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0005091191886478792,0.050911918864787915,29433856.0,22585344.0,,,,,28.0703125,21.5390625,,
2025-10-04 20:02:46.541,unknown,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0,0.0,155648.0,155648.0,225.975863325545,197.18762727487083,2.5294205911984733,1.8434760240938026,0.1484375,0.1484375,0.22067955402885253,0.19256604226061605
2025-10-04 20:02:46.541,app,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0004930845511482321,0.04930845511482321,29437952.0,22589440.0,,,,,28.07421875,21.54296875,,
2025-10-04 20:03:01.541,unknown,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0,0.0,155648.0,155648.0,190.7746712997746,164.0124154770849,2.1354338842975205,1.525309917355372,0.1484375,0.1484375,0.18630338994118614,0.1601683744893407
2025-10-04 20:03:01.541,app,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0005019735919373214,0.05019735919373214,29433856.0,22585344.0,,,,,28.0703125,21.5390625,,
2025-10-04 20:03:16.541,unknown,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0,0.0,155648.0,155648.0,243.64185663279318,207.4979401263389,2.6915682504806373,1.9225487503433123,0.1484375,0.1484375,0.2379315006179621,0.20263470715462784
2025-10-04 20:03:16.541,app,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0005169675513916431,0.05169675513916431,29462528.0,22614016.0,,,,,28.09765625,21.56640625,,
2025-10-04 20:03:31.541,app,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.000499121646533212,0.0499121646533212,29433856.0,22585344.0,,,,,28.0703125,21.5390625,,
2025-10-04 20:03:31.541,unknown,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0,0.0,155648.0,155648.0,233.59062482393375,198.0956673615415,2.5635247056172177,1.83108907544087,0.1484375,0.1484375,0.2281158445546228,0.19345280015775537
2025-10-04 20:03:46.541,app,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0004967411048189137,0.049674110481891375,29433856.0,22585344.0,,,,,28.0703125,21.5390625,,
2025-10-04 20:03:46.541,unknown,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0,0.0,155648.0,155648.0,221.55302908306228,190.5053302843892,2.479951045122226,1.7713936036587332,0.1484375,0.1484375,0.216360379963928,0.18604036160584883
2025-10-04 20:04:01.541,app,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0003811801964241092,0.03811801964241092,29433856.0,22585344.0,,,,,28.0703125,21.5390625,,
2025-10-04 20:04:01.541,unknown,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0,0.0,155648.0,155648.0,219.74626963780975,188.6544402813383,2.454041499594645,1.7528867854247463,0.1484375,0.1484375,0.21459596644317358,0.18423285183724444
2025-10-04 20:04:16.541,app,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0005359263402461167,0.05359263402461167,29446144.0,22597632.0,,,,,28.08203125,21.55078125,,
2025-10-04 20:04:16.541,unknown,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0,0.0,155648.0,155648.0,226.3795859724386,195.45905255276523,2.5497298500516017,1.8212356071797153,0.1484375,0.1484375,0.22107381442620958,0.1908779810085598
2025-10-04 20:04:31.541,unknown,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0,0.0,155648.0,155648.0,228.59069453809846,197.34771858844687,2.574633727701833,1.839024091215595,0.1484375,0.1484375,0.22323310013486178,0.19272238143403014
2025-10-04 20:04:31.541,app,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0005219582769403128,0.05219582769403128,29437952.0,22589440.0,,,,,28.07421875,21.54296875,,
2025-10-04 20:04:46.541,app,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.00030747452216814,0.030747452216814002,29437952.0,22589440.0,,,,,28.07421875,21.54296875,,
2025-10-04 20:04:46.541,unknown,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0,0.0,155648.0,155648.0,233.8957536222794,201.9277007673169,2.63438499655021,1.881703568964436,0.1484375,0.1484375,0.2284138218967572,0.19719502028058292
2025-10-04 20:05:01.541,unknown,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0,0.0,155648.0,155648.0,236.82346273731937,203.31538679512613,2.64475299896099,1.8891092849721358,0.1484375,0.1484375,0.23127291282941345,0.19855018241711536
2025-10-04 20:05:01.541,app,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0004803896036251647,0.04803896036251647,29433856.0,22585344.0,,,,,28.0703125,21.5390625,,
2025-10-04 20:05:16.541,app,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0004851191782625771,0.04851191782625771,29433856.0,22585344.0,,,,,28.0703125,21.5390625,,
2025-10-04 20:05:16.541,unknown,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0,0.0,155648.0,155648.0,234.8176125633635,200.94920982009742,2.609084584037372,1.8636318457409802,0.1484375,0.1484375,0.22931407476890966,0.1962394627149389
2025-10-04 20:05:31.541,unknown,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0,0.0,155648.0,155648.0,231.2563090758924,197.90768101312284,2.5695145452876935,1.8353675323483525,0.1484375,0.1484375,0.22583623933192618,0.19326921973937777
2025-10-04 20:05:31.541,app,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0005088329709019286,0.05088329709019286,29433856.0,22585344.0,,,,,28.0703125,21.5390625,,
2025-10-04 20:05:46.541,app,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0005301183844011124,0.05301183844011124,29433856.0,22585344.0,,,,,28.0703125,21.5390625,,
2025-10-04 20:05:46.541,unknown,app-degradacao-57f8dfd878-gdvk5,tcc-degradacao,0.0,0.0,155648.0,155648.0,220.3944128134912,190.29137689867807,2.482318406587994,1.7730845761342815,0.1484375,0.1484375,0.215228918763175,0.1858314227526153
