pod_name,instance,instance_ip,instance_port,container,namespace,node,job,datetime_utc,timestamp,memory_bytes,memory_mb,memory_gb
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:41:40,1757245300.0,69152768.0,65.95,0.0644
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:42:10,1757245330.0,69152768.0,65.95,0.0644
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:42:40,1757245360.0,69152768.0,65.95,0.0644
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:43:10,1757245390.0,69152768.0,65.95,0.0644
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:43:40,1757245420.0,69156864.0,65.95,0.0644
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:44:10,1757245450.0,69152768.0,65.95,0.0644
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:44:40,1757245480.0,69156864.0,65.95,0.0644
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:45:10,1757245510.0,69156864.0,65.95,0.0644
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:45:40,1757245540.0,69152768.0,65.95,0.0644
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:46:10,1757245570.0,69156864.0,65.95,0.0644
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:46:40,1757245600.0,69160960.0,65.96,0.0644
