pod_name,instance,instance_ip,instance_port,container,namespace,node,job,datetime_utc,timestamp,memory_bytes,memory_mb,memory_gb
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:38:46,1757245126.0,72630272.0,69.27,0.0676
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:39:16,1757245156.0,72630272.0,69.27,0.0676
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:39:46,1757245186.0,69152768.0,65.95,0.0644
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:40:16,1757245216.0,69160960.0,65.96,0.0644
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:40:46,1757245246.0,69156864.0,65.95,0.0644
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:41:16,1757245276.0,69152768.0,65.95,0.0644
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:41:46,1757245306.0,69152768.0,65.95,0.0644
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:42:16,1757245336.0,69152768.0,65.95,0.0644
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:42:46,1757245366.0,69156864.0,65.95,0.0644
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:43:16,1757245396.0,69160960.0,65.96,0.0644
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:43:46,1757245426.0,69160960.0,65.96,0.0644
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:44:16,1757245456.0,69152768.0,65.95,0.0644
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:44:46,1757245486.0,69156864.0,65.95,0.0644
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:45:16,1757245516.0,69156864.0,65.95,0.0644
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:45:46,1757245546.0,69152768.0,65.95,0.0644
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:46:16,1757245576.0,69156864.0,65.95,0.0644
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:46:46,1757245606.0,69160960.0,65.96,0.0644
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:47:16,1757245636.0,69152768.0,65.95,0.0644
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:47:46,1757245666.0,69152768.0,65.95,0.0644
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:48:16,1757245696.0,69152768.0,65.95,0.0644
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:48:46,1757245726.0,69156864.0,65.95,0.0644
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:49:16,1757245756.0,69046272.0,65.85,0.0643
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:49:46,1757245786.0,69050368.0,65.85,0.0643
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:50:16,1757245816.0,69046272.0,65.85,0.0643
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:50:46,1757245846.0,69050368.0,65.85,0.0643
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 11:51:16,1757245876.0,69046272.0,65.85,0.0643
