timestamp,metric_name,value,__name__,container,cpu,endpoint,id,image,instance,job,metrics_path,name,namespace,node,pod,service,failure_type,scope,interface,device
2025-10-02 07:50:21,container_cpu_usage_seconds_total,8.502394,container_cpu_usage_seconds_total,memory-stress,total,https-metrics,/kubepods/burstable/podc90feebe-478d-40e3-a037-dd7082088055/55b4f57894f200e135d328bd6eb7f91de950b5df16134fffcb84fa27d55915e0,docker.io/library/memory-stress:latest,192.168.242.134:10250,kubelet,/metrics/cadvisor,55b4f57894f200e135d328bd6eb7f91de950b5df16134fffcb84fa27d55915e0,memory-stress-test,x86,memory-stress-app-664c7bc4ff-ptfl6,kube-prometheus-stack-kubelet,,,,
2025-10-02 07:50:51,container_cpu_usage_seconds_total,8.502394,container_cpu_usage_seconds_total,memory-stress,total,https-metrics,/kubepods/burstable/podc90feebe-478d-40e3-a037-dd7082088055/55b4f57894f200e135d328bd6eb7f91de950b5df16134fffcb84fa27d55915e0,docker.io/library/memory-stress:latest,192.168.242.134:10250,kubelet,/metrics/cadvisor,55b4f57894f200e135d328bd6eb7f91de950b5df16134fffcb84fa27d55915e0,memory-stress-test,x86,memory-stress-app-664c7bc4ff-ptfl6,kube-prometheus-stack-kubelet,,,,
2025-10-02 07:51:21,container_cpu_usage_seconds_total,8.502394,container_cpu_usage_seconds_total,memory-stress,total,https-metrics,/kubepods/burstable/podc90feebe-478d-40e3-a037-dd7082088055/55b4f57894f200e135d328bd6eb7f91de950b5df16134fffcb84fa27d55915e0,docker.io/library/memory-stress:latest,192.168.242.134:10250,kubelet,/metrics/cadvisor,55b4f57894f200e135d328bd6eb7f91de950b5df16134fffcb84fa27d55915e0,memory-stress-test,x86,memory-stress-app-664c7bc4ff-ptfl6,kube-prometheus-stack-kubelet,,,,
2025-10-02 07:51:51,container_cpu_usage_seconds_total,8.502394,container_cpu_usage_seconds_total,memory-stress,total,https-metrics,/kubepods/burstable/podc90feebe-478d-40e3-a037-dd7082088055/55b4f57894f200e135d328bd6eb7f91de950b5df16134fffcb84fa27d55915e0,docker.io/library/memory-stress:latest,192.168.242.134:10250,kubelet,/metrics/cadvisor,55b4f57894f200e135d328bd6eb7f91de950b5df16134fffcb84fa27d55915e0,memory-stress-test,x86,memory-stress-app-664c7bc4ff-ptfl6,kube-prometheus-stack-kubelet,,,,
2025-10-02 08:07:51,container_cpu_usage_seconds_total,2.273584,container_cpu_usage_seconds_total,memory-stress,total,https-metrics,/kubepods/burstable/podc90feebe-478d-40e3-a037-dd7082088055/fb67db0b79218120a9720a339ddf9ea588b03afba0120681980cd9bc72513dd0,docker.io/library/memory-stress:latest,192.168.242.134:10250,kubelet,/metrics/cadvisor,fb67db0b79218120a9720a339ddf9ea588b03afba0120681980cd9bc72513dd0,memory-stress-test,x86,memory-stress-app-664c7bc4ff-ptfl6,kube-prometheus-stack-kubelet,,,,
2025-10-02 08:08:21,container_cpu_usage_seconds_total,2.543787,container_cpu_usage_seconds_total,memory-stress,total,https-metrics,/kubepods/burstable/podc90feebe-478d-40e3-a037-dd7082088055/fb67db0b79218120a9720a339ddf9ea588b03afba0120681980cd9bc72513dd0,docker.io/library/memory-stress:latest,192.168.242.134:10250,kubelet,/metrics/cadvisor,fb67db0b79218120a9720a339ddf9ea588b03afba0120681980cd9bc72513dd0,memory-stress-test,x86,memory-stress-app-664c7bc4ff-ptfl6,kube-prometheus-stack-kubelet,,,,
2025-10-02 08:08:51,container_cpu_usage_seconds_total,2.82153,container_cpu_usage_seconds_total,memory-stress,total,https-metrics,/kubepods/burstable/podc90feebe-478d-40e3-a037-dd7082088055/fb67db0b79218120a9720a339ddf9ea588b03afba0120681980cd9bc72513dd0,docker.io/library/memory-stress:latest,192.168.242.134:10250,kubelet,/metrics/cadvisor,fb67db0b79218120a9720a339ddf9ea588b03afba0120681980cd9bc72513dd0,memory-stress-test,x86,memory-stress-app-664c7bc4ff-ptfl6,kube-prometheus-stack-kubelet,,,,
2025-10-02 08:09:21,container_cpu_usage_seconds_total,3.116762,container_cpu_usage_seconds_total,memory-stress,total,https-metrics,/kubepods/burstable/podc90feebe-478d-40e3-a037-dd7082088055/fb67db0b79218120a9720a339ddf9ea588b03afba0120681980cd9bc72513dd0,docker.io/library/memory-stress:latest,192.168.242.134:10250,kubelet,/metrics/cadvisor,fb67db0b79218120a9720a339ddf9ea588b03afba0120681980cd9bc72513dd0,memory-stress-test,x86,memory-stress-app-664c7bc4ff-ptfl6,kube-prometheus-stack-kubelet,,,,
2025-10-02 08:09:51,container_cpu_usage_seconds_total,3.681115,container_cpu_usage_seconds_total,memory-stress,total,https-metrics,/kubepods/burstable/podc90feebe-478d-40e3-a037-dd7082088055/fb67db0b79218120a9720a339ddf9ea588b03afba0120681980cd9bc72513dd0,docker.io/library/memory-stress:latest,192.168.242.134:10250,kubelet,/metrics/cadvisor,fb67db0b79218120a9720a339ddf9ea588b03afba0120681980cd9bc72513dd0,memory-stress-test,x86,memory-stress-app-664c7bc4ff-ptfl6,kube-prometheus-stack-kubelet,,,,
2025-10-02 08:10:21,container_cpu_usage_seconds_total,3.987562,container_cpu_usage_seconds_total,memory-stress,total,https-metrics,/kubepods/burstable/podc90feebe-478d-40e3-a037-dd7082088055/fb67db0b79218120a9720a339ddf9ea588b03afba0120681980cd9bc72513dd0,docker.io/library/memory-stress:latest,192.168.242.134:10250,kubelet,/metrics/cadvisor,fb67db0b79218120a9720a339ddf9ea588b03afba0120681980cd9bc72513dd0,memory-stress-test,x86,memory-stress-app-664c7bc4ff-ptfl6,kube-prometheus-stack-kubelet,,,,
